Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.761,453.7
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.701,453.33
2-(trimethylazaniumyl)acetate,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.597,453.3
dulcitol,inositol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,C1(C(C(C(C(C1O)O)O)O)O)O,0.702288613,452.69
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.808,451.65
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.745,451.33
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.686,450.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,0.595,450.78
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.75,450.18
2-(trimethylazaniumyl)acetate,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CC(=O)[O-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.499,448.6
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.5091,448.5682
ChCl,[C3C1pip]Cl,C[N+](C)(C)CCO.[Cl-],CCC[N+]1(CCCCC1)C.[Cl-],0.490201653,447.63
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.698,447.5
tetraethylazanium;chloride,octadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.794,447.45
2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,0.698,444.6
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.75,444.45
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.799,444.45
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.691,444.35
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.9,444.22
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.65,443.85
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.711,443.85
tetrapentylazanium;bromide,butanedioic acid,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCC(=O)O,0.166,443.602
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.673,443.48
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.795,443.25
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.695,443.15
tetraethylazanium;chloride,hexadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.905,443.053
2-(trimethylazaniumyl)acetate,octadecanoic acid,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,0.6,443
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.7953,442.9953
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)CO,0.688,442.825
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)C(=O)O,0.749,441.62
[N1111]Cl,[N2222]Cl,C[N+](C)(C)C.[Cl-],CC[N+](CC)(CC)CC.[Cl-],0.375150107,440.82
2-(trimethylazaniumyl)acetate;hydrate,propanoic acid,C[N+](C)(C)CC(=O)[O-].O,CCC(=O)O,0.504,439.846
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.8,439.35
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@@H](O)[C@H](O)[C@H]1O,0.699,439.22
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,0.7,438.88
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,0.697,438.7
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.899,438.545
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.652,438.48
ChCl,ChBr,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)CCO.[Br-],0.493428636,438.01
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.401,437.455
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.5,437.455
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.7023,436.3261
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.702,436.25
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.717,435.85
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)C(O)C(O)C(=O)O,0.801,435.52
2-(trimethylazaniumyl)acetate,urea,C[N+](C)(C)CC(=O)[O-],NC(N)=O,0.615,435.5
tetramethylazanium;chloride,octadecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,0.702,435.4
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.799,435.273
mannitol,inositol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,C1(C(C(C(C(C1O)O)O)O)O)O,0.810088794,434.91
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(O)C(=O)O,0.749,434.82
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.702,434.182
2-(trimethylazaniumyl)acetate;hydrate,acetic acid,C[N+](C)(C)CC(=O)[O-].O,CC(=O)O,0.5,434.012
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.747,433.921
2-(trimethylazaniumyl)acetate,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)C(O)[C@@H](O)CO,0.55,433.79
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.596,433.78
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.684,433.45
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.598,433.35
ChCl,[N1122OH2]Cl,C[N+](C)(C)CCO.[Cl-],C[N+](C)(CCO)CCO.[Cl-],0.517230321,432.57
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.6,432.545
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2,3-triol",C[N+](C)(C)CC(=O)[O-].O,OCC(O)CO,0.9,432.51
[N1111]Cl,paracetamol,C[N+](C)(C)C.[Cl-],CC(=O)NC1=CC=C(C=C1)O,0.179701596,431.82
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.8,431.68
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.699,431
2-(trimethylazaniumyl)acetate,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.498,430.1
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CCO.[Cl-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.1,429.6
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.706,429.53
tetramethylazanium;chloride,hexadecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.592,429.25
dulcitol,mannitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,0.296063752,429.12
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@H](O)[C@H](O)[C@H]1O,0.699,428.72
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2,3-triol",C[N+](C)(C)CC(=O)[O-].O,OCC(O)CO,0.8,428.27
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.675,427.85
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2,3-triol",C[N+](C)(C)CC(=O)[O-].O,OCC(O)CO,0.7,427.54
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.752,427.432
2-(trimethylazaniumyl)acetate,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CC(=O)[O-],Cc1ccc(C(C)C)c(O)c1,0.598,426.4
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.331,426
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)Nc1ccc(O)cc1,0.101,425.82
tetrapropylazanium;chloride,octadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.701,424.75
benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,OCCO,0.666667,424.32
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.499,423.75
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.658,423.45
lithium;hexafluorophosphate,N-methylacetamide,F[P-](F)(F)(F)(F)F.[Li+],CNC(C)=O,0.585,423.309
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.062,423.15
2-hydroxyethyl(trimethyl)azanium;chloride,"1,1-dimethylurea",C[N+](C)(C)CCO.[Cl-],CN(C)C(N)=O,0.3333,422.15
Choline chloride,"1,1-Dimethyl urea",C[N+](C)(C)CCO.[Cl-],CN(C)C(=O)N,0.333333333,422.15
lithium;nitrate,N-methylacetamide,O=[N+]([O-])[O-].[Li+],CNC(C)=O,0.778,421.799
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.699,420.15
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.7128,419.8284
tetrapentylazanium;bromide,butanedioic acid,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCC(=O)O,0.308,419.752
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.713,419.55
ChCl,[C4MPyr]Cl,C[N+](C)(C)CCO.[Cl-],CCCC[N+]1(CCCC1)C.[Cl-],0.637477315,419.29
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)CO,0.666,419.283
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.603,418.85
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.699,418.72
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-benzoylphenyl)propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.603,418.68
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.748,418.65
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.698,418.644
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,418.5
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.102,418.28
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,0.499,418.25
"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.1035,418.1973
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)C(O)[C@@H](O)CO,0.7,417.92
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)C(=O)O,0.7,417.18
2-hydroxyethyl(trimethyl)azanium;chloride,urea,C[N+](C)(C)CCO.[Cl-],NC(N)=O,0.633,417.061
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CCO.[Cl-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.699,416.7
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.694,416.079
tetramethylazanium;chloride,octadecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.577,415.95
2-(trimethylazaniumyl)acetate,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CC(=O)[O-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.099,415.9
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.75,415.78
tetramethylazanium;chloride,tetradecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCC(=O)O,0.504,415.05
2-(trimethylazaniumyl)acetate,octadecan-1-ol,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCCO,0.598,415
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.596,414.5
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccc(C(C)C)c(O)c1,0.7,414.2
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.643,414.08
"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.2032,414.0698
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.75,413.78
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.642,413.7
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.602,413.691
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.667,413.52
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.751,413.48
2-(trimethylazaniumyl)acetate,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CC(=O)[O-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.397,413.4
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2,3-triol",C[N+](C)(C)CC(=O)[O-].O,OCC(O)CO,0.6,412.61
2-(trimethylazaniumyl)acetate,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.399,412.4
2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,0.597,411.8
tetraethylazanium;chloride,octadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.701,411.75
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)C(O)C(O)C(=O)O,0.201,411.58
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.801,411.4773
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.15,411.35
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.201,411.273
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.697,411.216
2-(trimethylazaniumyl)acetate,octadecanoic acid,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,0.5,410
ChCl,[MeCh]Cl,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)CCOC.[Cl-],0.478459564,409.27
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.554,408.6
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.598,408.6
2-(trimethylazaniumyl)acetate,urea,C[N+](C)(C)CC(=O)[O-],NC(N)=O,0.497,408.1
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)Nc1ccc(O)cc1,0.695,407.92
tetraethylazanium;chloride,hexadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.782,407.664
tetraethylazanium;chloride,hexadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.699,407.25
benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,0.333333,406.92
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,0.113,406.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(O)C(=O)O,0.697,406.45
"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.3003,405.8149
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@@H](O)[C@H](O)[C@H]1O,0.102,405.78
sulfamethazine,urea,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,C(=O)(N)N,0.196326952,405.3
2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,0.252,405.273
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.2,404.48
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.7,404.05
"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.3973,403.8725
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.65,403.28
benzyl(triphenyl)phosphanium;chloride,"2,2,2-trifluoroacetamide",[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC(=O)C(F)(F)F,0.166667,403.05
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@H](O)[C@H](O)[C@H]1O,0.1,402.78
tetramethylazanium;chloride,hexadecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCO,0.699,402.2
2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCC(=O)O,0.7,402
2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCC(=O)O,0.35,400
sulfamethizole,urea,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,C(=O)(N)N,0.303723954,399.71
2-(trimethylazaniumyl)acetate,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.299,399.3
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.8,398.65
"benzene-1,4-diol","(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Oc1ccc(O)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,398.5
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.7,398.05
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.252,397.98
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.6081,397.2955
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.649,396.78
ChCl,"1,1-dimethylurea",C[N+](C)(C)CCO.[Cl-],CN(C)C(=O)N,0.36437714,396.65
2-(trimethylazaniumyl)acetate;hydrate,acetic acid,C[N+](C)(C)CC(=O)[O-].O,CC(=O)O,0.252,396.253
2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)C(=O)O,0.7,396
